time (UTC),depth,latitude,longitude,temperature,salinity,PAR,timeseries_id,Instrument_Identifier,salinity_f35
2013-08-30 01:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6813971999999997,32.9127,1.1883384,13ckp7a_sc_0041m,SBE16,32.53063933984824
2013-08-30 02:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6804013999999998,32.9116,1.1697252,13ckp7a_sc_0041m,SBE16,32.575641496529684
2013-08-30 03:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6804,32.9116,1.1032923000000001,13ckp7a_sc_0041m,SBE16,32.619936872163514
2013-08-30 04:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6794014,32.9105,0.5340518,13ckp7a_sc_0041m,SBE16,32.66304475685909
2013-08-30 05:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6803986000000002,32.9116,0.3033099,13ckp7a_sc_0041m,SBE16,32.70450772520052
2013-08-30 06:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6794014,32.909103,0.12879233,13ckp7a_sc_0041m,SBE16,32.743900885204056
2013-08-30 07:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6794,32.9091,0.053256742999999995,13ckp7a_sc_0041m,SBE16,32.78084023498529
2013-08-30 08:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6785012,32.906605,0.032741394,13ckp7a_sc_0041m,SBE16,32.81499004615978
2013-08-30 09:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6765027,32.904404,0.02802652,13ckp7a_sc_0041m,SBE16,32.84606907489587
2013-08-30 10:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6784973,32.9052,0.035514574,13ckp7a_sc_0041m,SBE16,32.87385545148628
2013-08-30 11:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6793988000000002,32.903304999999996,0.03715473,13ckp7a_sc_0041m,SBE16,32.89819014661737
2013-08-30 12:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6803986000000002,32.901604,0.032322723,13ckp7a_sc_0041m,SBE16,32.91897871660289
2013-08-30 13:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6794014,32.9004,0.030349737,13ckp7a_sc_0041m,SBE16,32.9361921231688
2013-08-30 14:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6813971999999997,32.902596,0.045574814000000005,13ckp7a_sc_0041m,SBE16,32.94986551660099
2013-08-30 15:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6822988,32.9037,0.07036155,13ckp7a_sc_0041m,SBE16,32.96009568116257
2013-08-30 16:00:00+00:00,41.0,72.42421999999999,198.39584350585938,-1.6804026,32.903,0.19929068,13ckp7a_sc_0041m,SBE16,32.96703698735907
