
1941, 365, 4
1942, 1, 182
1942, 2, 245
1942, 3, 255
1942, 4, 257
1942, 5, 261
1942, 6, 251
1942, 7, 244
1942, 8, 245
1942, 9, 252
1942, 10, 262
1942, 11, 261
1942, 12, 261
1942, 13, 268
1942, 14, 259
1942, 15, 242
1942, 16, 248
1942, 17, 287
1942, 18, 274
1942, 19, 273
1942, 20, 289
1942, 21, 303
1942, 22, 274
1942, 23, 283
1942, 24, 262
1942, 25, 259
1942, 26, 258
1942, 27, 257
1942, 28, 252
1942, 29, 258
1942, 30, 258
1942, 31, 259
1942, 32, 266
1942, 33, 277
1942, 34, 279
1942, 35, 290
1942, 36, 306
1942, 37, 289
1942, 38, 283
1942, 39, 276
1942, 40, 275
1942, 41, 293
1942, 42, 275
1942, 43, 282
1942, 44, 284
1942, 45, 282
1942, 46, 271
1942, 47, 268
1942, 48, 285
1942, 49, 273
1942, 50, 266
1942, 51, 287
1942, 52, 281
1942, 53, 316
1942, 54, 326
1942, 55, 306
1942, 56, 323
1942, 57, 318
1942, 58, 322
1942, 59, 323
1942, 60, 337
1942, 61, 351
1942, 62, 331
1942, 63, 300
1942, 64, 303
1942, 65, 284
1942, 66, 317
1942, 67, 315
1942, 68, 295
1942, 69, 270
1942, 70, 287
1942, 71, 273
1942, 72, 291
1942, 73, 299
1942, 74, 309
1942, 75, 285
1942, 76, 296
1942, 77, 302
1942, 78, 311
1942, 79, 304
1942, 80, 295
1942, 81, 291
1942, 82, 298
1942, 83, 283
1942, 84, 308
1942, 85, 281
1942, 86, 279
1942, 87, 274
1942, 88, 269
1942, 89, 278
1942, 90, 271
1942, 91, 287
1942, 92, 297
1942, 93, 279
1942, 94, 295
1942, 95, 300
1942, 96, 295
1942, 97, 292
1942, 98, 288
1942, 99, 295
1942, 100, 279
1942, 101, 280
1942, 102, 291
1942, 103, 283
1942, 104, 291
1942, 105, 291
1942, 106, 286
1942, 107, 300
1942, 108, 300
1942, 109, 287
1942, 110, 299
1942, 111, 309
1942, 112, 300
1942, 113, 302
1942, 114, 319
1942, 115, 299
1942, 116, 306
1942, 117, 297
1942, 118, 281
1942, 119, 289
1942, 120, 298
1942, 121, 311
1942, 122, 309
1942, 123, 318
1942, 124, 318
1942, 125, 308
1942, 126, 309
1942, 127, 323
1942, 128, 320
1942, 129, 320
1942, 130, 309
1942, 131, 295
1942, 132, 328
1942, 133, 340
1942, 134, 324
1942, 135, 321
1942, 136, 322
1942, 137, 329
1942, 138, 316
1942, 139, 320
1942, 140, 319
1942, 141, 299
1942, 142, 316
1942, 143, 328
1942, 144, 315
1942, 145, 329
1942, 146, 341
1942, 147, 355
1942, 148, 338
1942, 149, 314
1942, 150, 334
1942, 151, 317
1942, 152, 332
1942, 153, 335
1942, 154, 333
1942, 155, 344
1942, 156, 357
1942, 157, 367
1942, 158, 360
1942, 159, 359
1942, 160, 367
1942, 161, 366
1942, 162, 346
1942, 163, 364
1942, 164, 352
1942, 165, 339
1942, 166, 324
1942, 167, 321
1942, 168, 311
1942, 169, 318
1942, 170, 320
1942, 171, 312
1942, 172, 300
1942, 173, 293
1942, 174, 289
1942, 175, 321
1942, 176, 333
1942, 177, 357
1942, 178, 352
1942, 179, 336
1942, 180, 311
1942, 181, 307
1942, 182, 297
1942, 183, 318
1942, 184, 300
1942, 185, 288
1942, 186, 294
1942, 187, 309
1942, 188, 317
1942, 189, 316
1942, 190, 308
1942, 191, 331
1942, 192, 325
1942, 193, 339
1942, 194, 341
1942, 195, 344
1942, 196, 354
1942, 197, 336
1942, 198, 334
1942, 199, 341
1942, 200, 323
1942, 201, 301
1942, 202, 301
1942, 203, 293
1942, 204, 305
1942, 205, 300
1942, 206, 313
1942, 207, 299
1942, 208, 290
1942, 209, 284
1942, 210, 288
1942, 211, 275
1942, 212, 290
1942, 213, 302
1942, 214, 340
1942, 215, 330
1942, 216, 330
1942, 217, 341
1942, 218, 344
1942, 219, 330
1942, 220, 308
1942, 221, 352
1942, 222, 353
1942, 223, 328
1942, 224, 320
1942, 225, 307
1942, 226, 288
1942, 227, 303
1942, 228, 311
1942, 229, 324
1942, 230, 334
1942, 231, 342
1942, 232, 364
1942, 233, 345
1942, 234, 338
1942, 235, 370
1942, 236, 356
1942, 237, 348
1942, 238, 338
1942, 239, 355
1942, 240, 360
1942, 241, 348
1942, 242, 337
1942, 243, 326
1942, 244, 335
1942, 245, 341
1942, 246, 330
1942, 247, 340
1942, 248, 344
1942, 249, 349
1942, 250, 322
1942, 251, 325
1942, 252, 333
1942, 253, 349
1942, 254, 310
1942, 255, 302
1942, 256, 335
1942, 257, 354
1942, 258, 329
1942, 259, 319
1942, 260, 315
1942, 261, 312
1942, 262, 312
1942, 263, 300
1942, 264, 277
1942, 265, 290
1942, 266, 307
1942, 267, 298
1942, 268, 289
1942, 269, 288
1942, 270, 286
1942, 271, 262
1942, 272, 274
1942, 273, 284
1942, 274, 288
1942, 275, 307
1942, 276, 304
1942, 277, 304
1942, 278, 293
1942, 279, 316
1942, 280, 305
1942, 281, 315
1942, 282, 302
1942, 283, 297
1942, 284, 300
1942, 285, 316
1942, 286, 307
1942, 287, 311
1942, 288, 316
1942, 289, 315
1942, 290, 316
1942, 291, 326
1942, 292, 325
1942, 293, 321
1942, 294, 325
1942, 295, 315
1942, 296, 284
1942, 297, 311
1942, 298, 330
1942, 299, 352
1942, 300, 360
1942, 301, 368
1942, 302, 353
1942, 303, 320
1942, 304, 293
1942, 305, 285
1942, 306, 298
1942, 307, 318
1942, 308, 327
1942, 309, 327
1942, 310, 325
1942, 311, 316
1942, 312, 286
1942, 313, 299
1942, 314, 301
1942, 315, 308
1942, 316, 325
1942, 317, 335
1942, 318, 334
1942, 319, 352
1942, 320, 330
1942, 321, 295
1942, 322, 296
1942, 323, 317
1942, 324, 318
1942, 325, 327
1942, 326, 324
1942, 327, 320
1942, 328, 315
1942, 329, 299
1942, 330, 283
1942, 331, 292
1942, 332, 287
1942, 333, 280
1942, 334, 291
1942, 335, 236
1942, 336, 222
1942, 337, 246
1942, 338, 252
1942, 339, 260
1942, 340, 257
1942, 341, 256
1942, 342, 253
1942, 343, 234
1942, 344, 238
1942, 345, 219
1942, 346, 236
1942, 347, 226
1942, 348, 221
1942, 349, 232
1942, 350, 249
1942, 351, 249
1942, 352, 243
1942, 353, 240
1942, 354, 236
1942, 355, 241
1942, 356, 246
1942, 357, 243
1942, 358, 218
1942, 359, 206
1942, 360, 208
1942, 361, 208
1942, 362, 211
1942, 363, 207
1942, 364, 228
1942, 365, 213
1943, 1, 242
1943, 2, 259
1943, 3, 259
1943, 4, 269
1943, 5, 280
1943, 6, 280
1943, 7, 301
1943, 8, 290
1943, 9, 270
1943, 10, 290
1943, 11, 295
1943, 12, 298
1943, 13, 300
1943, 14, 320
1943, 15, 319
1943, 16, 306
1943, 17, 301
1943, 18, 307
1943, 19, 296
1943, 20, 304
1943, 21, 308
1943, 22, 301
1943, 23, 295
1943, 24, 307
1943, 25, 310
1943, 26, 296
1943, 27, 302
1943, 28, 281
1943, 29, 317
1943, 30, 290
1943, 31, 284
1943, 32, 282
1943, 33, 284
1943, 34, 281
1943, 35, 272
1943, 36, 298
1943, 37, 275
1943, 38, 268
1943, 39, 289
1943, 40, 304
1943, 41, 330
1943, 42, 326
1943, 43, 318
1943, 44, 309
1943, 45, 330
1943, 46, 319
1943, 47, 324
1943, 48, 311
1943, 49, 308
1943, 50, 312
1943, 51, 308
1943, 52, 326
1943, 53, 318
1943, 54, 312
1943, 55, 321
1943, 56, 327
1943, 57, 336
1943, 58, 328
1943, 59, 324
1943, 60, 319
1943, 61, 326
1943, 62, 327
1943, 63, 302
1943, 64, 297
1943, 65, 295
1943, 66, 312
1943, 67, 305
1943, 68, 303
1943, 69, 300
1943, 70, 308
1943, 71, 316
1943, 72, 306
1943, 73, 298
1943, 74, 297
1943, 75, 298
1943, 76, 312
1943, 77, 304
1943, 78, 303
1943, 79, 311
1943, 80, 330
1943, 81, 292
1943, 82, 292
1943, 83, 295
1943, 84, 307
1943, 85, 303
1943, 86, 286
1943, 87, 287
1943, 88, 279
1943, 89, 289
1943, 90, 283
1943, 91, 308
1943, 92, 305
1943, 93, 301
1943, 94, 300
1943, 95, 335
1943, 96, 319
1943, 97, 323
1943, 98, 326
1943, 99, 308
1943, 100, 314
1943, 101, 321
1943, 102, 323
1943, 103, 309
1943, 104, 311
1943, 105, 294
1943, 106, 277
1943, 107, 285
1943, 108, 305
1943, 109, 317
1943, 110, 313
1943, 111, 314
1943, 112, 312
1943, 113, 292
1943, 114, 306
1943, 115, 298
1943, 116, 303
1943, 117, 301
1943, 118, 288
1943, 119, 284
1943, 120, 288
1943, 121, 296
1943, 122, 315
1943, 123, 315
1943, 124, 325
1943, 125, 317
1943, 126, 296
1943, 127, 290
1943, 128, 301
1943, 129, 312
1943, 130, 319
1943, 131, 324
1943, 132, 320
1943, 133, 314
1943, 134, 330
1943, 135, 333
1943, 136, 326
1943, 137, 309
1943, 138, 322
1943, 139, 329
1943, 140, 333
1943, 141, 322
1943, 142, 310
1943, 143, 301
1943, 144, 305
1943, 145, 307
1943, 146, 319
1943, 147, 310
1943, 148, 332
1943, 149, 334
1943, 150, 298
1943, 151, 284
1943, 152, 284
1943, 153, 274
1943, 154, 278
1943, 155, 316
1943, 156, 353
1943, 157, 354
1943, 158, 333
1943, 159, 324
1943, 160, 349
1943, 161, 357
1943, 162, 358
1943, 163, 352
1943, 164, 352
1943, 165, 366
1943, 166, 365
1943, 167, 360
1943, 168, 363
1943, 169, 363
1943, 170, 352
1943, 171, 335
1943, 172, 328
1943, 173, 326
1943, 174, 322
1943, 175, 317
1943, 176, 318
1943, 177, 322
1943, 178, 318
1943, 179, 328
1943, 180, 330
1943, 181, 326
1943, 182, 317
1943, 183, 339
1943, 184, 350
1943, 185, 324
1943, 186, 328
1943, 187, 331
1943, 188, 354
1943, 189, 340
1943, 190, 358
1943, 191, 332
1943, 192, 336
1943, 193, 351
1943, 194, 364
1943, 195, 344
1943, 196, 343
1943, 197, 356
